order,id,date,time,title,url,visitCount,typedCount,transition
215,32418,1/11/2022,12:06:03,constructor for a struct c++ - Google Search,https://www.google.com/search?q=constructor+for+a+struct+c%2B%2B&rlz=1C1CHWA_enIN911IN911&oq=constructor+for+a+str&aqs=chrome.0.0i512j69i57j0i22i30l8.7109j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
216,32417,1/11/2022,12:05:01,Structure vs class in C++ - GeeksforGeeks,https://www.geeksforgeeks.org/structure-vs-class-in-cpp/,1,0,link
217,32415,1/11/2022,12:04:56,structure and class difference - Google Search,https://www.google.com/search?q=structure+and+class+difference&rlz=1C1CHWA_enIN911IN911&oq=structure+and+cla&aqs=chrome.0.0i512j69i57j0i512l8.4624j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
218,32416,1/11/2022,12:04:46,Difference between Class and Structure in C# - GeeksforGeeks,https://www.geeksforgeeks.org/difference-between-class-and-structure-in-c-sharp/,1,0,link
219,32415,1/11/2022,12:04:41,structure and class difference - Google Search,https://www.google.com/search?q=structure+and+class+difference&rlz=1C1CHWA_enIN911IN911&oq=structure+and+cla&aqs=chrome.0.0i512j69i57j0i512l8.4624j0j7&sourceid=chrome&ie=UTF-8,3,0,link
220,32415,1/11/2022,12:04:40,structure and class difference - Google Search,https://www.google.com/search?q=structure+and+class+difference&rlz=1C1CHWA_enIN911IN911&oq=structure+and+cla&aqs=chrome.0.0i512j69i57j0i512l8.4624j0j7&sourceid=chrome&ie=UTF-8,3,0,generated
221,32414,1/11/2022,11:48:17,3.4 Huffman Coding - Greedy Method - YouTube,https://www.youtube.com/watch?v=co4_ahEDCho&t=209s,1,0,link
222,32372,1/11/2022,11:48:13,huffman coding greedy algorithm - YouTube,https://www.youtube.com/results?search_query=huffman+coding+greedy+algorithm,2,0,link
223,3437,1/11/2022,11:48:13,YouTube,https://www.youtube.com/,419,139,link
224,3437,1/11/2022,11:48:13,YouTube,https://www.youtube.com/,419,139,link
225,3437,1/11/2022,11:47:53,YouTube,https://www.youtube.com/,419,139,typed
226,32233,1/11/2022,11:47:49,Huffman Coding | Greedy Algo-3 - GeeksforGeeks,https://www.geeksforgeeks.org/huffman-coding-greedy-algo-3/,3,0,link
227,32197,1/11/2022,11:47:05,Algorithms - GeeksforGeeks,https://www.geeksforgeeks.org/fundamentals-of-algorithms/?ref=shm#GreedyAlgorithms,7,1,typed
228,26245,1/11/2022,11:46:53,"GDB online Debugger | Compiler - Code, Compile, Run, Debug online C, C++",https://www.onlinegdb.com/,27,26,typed
229,3546,1/11/2022,11:46:51,"Inbox (2,418) - safwan8000@gmail.com - Gmail",https://mail.google.com/mail/u/0/#inbox,46,0,link
230,32413,1/11/2022,11:40:36,woordle - Google Search,https://www.google.com/search?q=woordle&rlz=1C1CHWA_enIN911IN911&oq=woordle&aqs=chrome..69i57j0i10i131i433j46i10i131i433j0i10i131i433j0i131i433j0i10i131i433l2j0i131i433j0i3i10l2.1900j0j7&sourceid=chrome&ie=UTF-8,2,0,link
231,32413,1/11/2022,11:40:35,woordle - Google Search,https://www.google.com/search?q=woordle&rlz=1C1CHWA_enIN911IN911&oq=woordle&aqs=chrome..69i57j0i10i131i433j46i10i131i433j0i10i131i433j0i131i433j0i10i131i433l2j0i131i433j0i3i10l2.1900j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
232,21937,1/11/2022,11:39:47,Kerala News Updates | Latest News from Kerala | Recent Covid News Headlines | English Manorama | Onmanorama,https://www.onmanorama.com/news/kerala.html,22,1,link
233,24588,1/11/2022,11:13:36,Onmanorama | Latest News Updates | Politics | Lifestyle | Entertainment | Sports | English Manorama,https://www.onmanorama.com/,25,0,typed
234,32395,1/10/2022,0:32:29,Free Live Adult Webcams | superchatlive,https://superchat.live/?affiliateId=090122ljgfingdgnjfjpyb8jhmn92t5pdi16xv8tklk5qzqkqpmuta9hltr60lwf&realDomain=go.xxxjmp.com&stripbotVariation=NullWidget,2,0,reload
235,32412,1/10/2022,0:22:06,,http://superfastcdn.com/prod/redirect.html?lu=https%3A%2F%2Frefpasrasw.world%2FL%3Ftag%3Dd_1196935m_7669c_%26pb%3Dce8c0d59c45c43e2b762c35ab46e75b0%26click_id%3D16417543140736451170000323627870815,1,0,link
236,32392,1/10/2022,0:21:51,"Nottingham Forest vs Arsenal - WeakStreams.com - NBA, MMA, UFC, Boxing, NFL Sports HD Streams - Weakstreams",http://weakstreams.com/soccer-streams/england-fa-cup/nottingham-forest-vs-arsenal/48869/?sport=soccer,1,0,reload
237,32411,1/10/2022,0:21:45,,http://superfastcdn.com/prod/redirect.html?lu=https%3A%2F%2Fraj.bet%2Fuser%2Fregistration%3Fa_aid%3Dadcash2%26a_bid%3D4635120c%26data1%3D16417543000736451170087662685809922,1,0,link
238,32410,1/10/2022,0:21:30,,http://superfastcdn.com/prod/redirect.html?lu=https%3A%2F%2Fwww.vshortly.com%2Fadv%2F%3Fbtag%3D551087_l141820_nId1066%26cid%3D16417542790736451170081418869897882,1,0,link
239,32392,1/10/2022,0:21:18,"Nottingham Forest vs Arsenal - WeakStreams.com - NBA, MMA, UFC, Boxing, NFL Sports HD Streams - Weakstreams",http://weakstreams.com/soccer-streams/england-fa-cup/nottingham-forest-vs-arsenal/48869/?sport=soccer,1,0,reload
240,32409,1/10/2022,0:18:24,,http://superfastcdn.com/prod/redirect.html?lu=https%3A%2F%2FWLIncomeAccess.adsrv.eacdn.com%2FC.ashx%3Fbtag%3Da_34785b_18050c_%26affid%3D7004414%26siteid%3D34785%26adid%3D18050%26c%3DAC_-_16417540940736451170258149026838951,1,0,link
241,32392,1/10/2022,0:18:12,"Nottingham Forest vs Arsenal - WeakStreams.com - NBA, MMA, UFC, Boxing, NFL Sports HD Streams - Weakstreams",http://weakstreams.com/soccer-streams/england-fa-cup/nottingham-forest-vs-arsenal/48869/?sport=soccer,1,0,reload
242,32408,1/10/2022,0:02:30,,http://superfastcdn.com/prod/redirect.html?lu=https%3A%2F%2Fwww.vshortly.com%2Fadv%2F%3Fbtag%3D551087_l141819_nId1066%26cid%3D16417531390736451170085700957396139,1,0,link
243,32392,1/10/2022,0:02:14,"Nottingham Forest vs Arsenal - WeakStreams.com - NBA, MMA, UFC, Boxing, NFL Sports HD Streams - Weakstreams",http://weakstreams.com/soccer-streams/england-fa-cup/nottingham-forest-vs-arsenal/48869/?sport=soccer,1,0,reload
244,28857,1/9/2022,23:51:29,Open Account Offer,http://superfastcdn.com/prod/redirect.html?lu=https%3A%2F%2Fwww.bet365.com%2Folp%2Fopen-account%3Faffiliate%3D365_856265,3,0,link
245,32392,1/9/2022,23:51:01,"Nottingham Forest vs Arsenal - WeakStreams.com - NBA, MMA, UFC, Boxing, NFL Sports HD Streams - Weakstreams",http://weakstreams.com/soccer-streams/england-fa-cup/nottingham-forest-vs-arsenal/48869/?sport=soccer,1,0,reload
246,32406,1/9/2022,23:21:52,,http://superfastcdn.com/prod/redirect.html?lu=https%3A%2F%2Fraj.bet%2Fuser%2Fregistration%3Fa_aid%3DAdcash%26a_bid%3Dac612de5%26data1%3D16417507070736451170043713958698399,1,0,link
247,32392,1/9/2022,23:21:32,"Nottingham Forest vs Arsenal - WeakStreams.com - NBA, MMA, UFC, Boxing, NFL Sports HD Streams - Weakstreams",http://weakstreams.com/soccer-streams/england-fa-cup/nottingham-forest-vs-arsenal/48869/?sport=soccer,1,0,reload
248,32405,1/9/2022,23:09:26,,https://raj.bet/user/registration?a_aid=Adcash&a_bid=ac612de5&data1=16417499590736451170100523515293772,1,0,link
249,32403,1/9/2022,23:09:10,,http://superfastcdn.com/prod/redirect.html?lu=https%3A%2F%2Fraj.bet%2Fuser%2Fregistration%3Fa_aid%3Dadcash2%26a_bid%3D4635120c%26data1%3D16417499430736451170079003322152541,1,0,link
250,32392,1/9/2022,23:08:53,"Nottingham Forest vs Arsenal - WeakStreams.com - NBA, MMA, UFC, Boxing, NFL Sports HD Streams - Weakstreams",http://weakstreams.com/soccer-streams/england-fa-cup/nottingham-forest-vs-arsenal/48869/?sport=soccer,1,0,reload
251,32392,1/9/2022,23:08:50,"Nottingham Forest vs Arsenal - WeakStreams.com - NBA, MMA, UFC, Boxing, NFL Sports HD Streams - Weakstreams",http://weakstreams.com/soccer-streams/england-fa-cup/nottingham-forest-vs-arsenal/48869/?sport=soccer,1,0,reload
252,32402,1/9/2022,22:52:44,Register a New RajBet Account,https://raj.bet/user/registration?a_aid=Adcash&a_bid=ac612de5&data1=16417488430736451170058977771859115,1,0,link
253,32392,1/9/2022,22:50:15,"Nottingham Forest vs Arsenal - WeakStreams.com - NBA, MMA, UFC, Boxing, NFL Sports HD Streams - Weakstreams",http://weakstreams.com/soccer-streams/england-fa-cup/nottingham-forest-vs-arsenal/48869/?sport=soccer,1,0,reload
254,32400,1/9/2022,22:50:07,,http://superfastcdn.com/prod/redirect.html?lu=https%3A%2F%2Fiphonehub.info%2F3mzEN4Q4NWagld6QwDOj--2BlCSlCsVvhz_i65g_B7o%2F%3Fcid%3D16417485000736451170149536169983498%26pubid%3D5026951,1,0,link
255,32399,1/9/2022,22:44:51,,http://superfastcdn.com/prod/redirect.html?lu=https%3A%2F%2Fraj.bet%2Fuser%2Fregistration%3Fa_aid%3Dadcash2%26a_bid%3D4635120c%26data1%3D16417484870736451170120424714458871,1,0,link
256,32398,1/9/2022,22:44:40,,https://raj.bet/user/registration?a_aid=adcash2&a_bid=4635120c&data1=16417484710736451170075176677809900,1,0,link
257,32392,1/9/2022,22:44:29,"Nottingham Forest vs Arsenal - WeakStreams.com - NBA, MMA, UFC, Boxing, NFL Sports HD Streams - Weakstreams",http://weakstreams.com/soccer-streams/england-fa-cup/nottingham-forest-vs-arsenal/48869/?sport=soccer,1,0,reload
258,32395,1/9/2022,22:41:17,Free Live Adult Webcams | superchatlive,https://superchat.live/?affiliateId=090122ljgfingdgnjfjpyb8jhmn92t5pdi16xv8tklk5qzqkqpmuta9hltr60lwf&realDomain=go.xxxjmp.com&stripbotVariation=NullWidget,2,0,link
259,32396,1/9/2022,22:40:34,,http://superfastcdn.com/prod/redirect.html?lu=https%3A%2F%2FWLIncomeAccess.adsrv.eacdn.com%2FC.ashx%3Fbtag%3Da_34785b_18050c_%26affid%3D7004414%26siteid%3D34785%26adid%3D18050%26c%3DAC_-_16417482290736451170192886002677905,1,0,link
260,32395,1/9/2022,22:40:26,Free Live Adult Webcams | superchatlive,https://superchat.live/?affiliateId=090122ljgfingdgnjfjpyb8jhmn92t5pdi16xv8tklk5qzqkqpmuta9hltr60lwf&realDomain=go.xxxjmp.com&stripbotVariation=NullWidget,2,0,form_submit
261,32392,1/9/2022,22:40:26,"Nottingham Forest vs Arsenal - WeakStreams.com - NBA, MMA, UFC, Boxing, NFL Sports HD Streams - Weakstreams",http://weakstreams.com/soccer-streams/england-fa-cup/nottingham-forest-vs-arsenal/48869/?sport=soccer,1,0,link
262,32390,1/9/2022,22:40:24,Redirecting...,https://fofyphugi.com/bz3.VA0BPC2_hE0FYGXHR-iJPKTLEMm_cOnPJQpRZ-DT1UhVZWD_cYwZNaGbY-2dOeTfFgl_Mi2jQk0lZ-WnUo4pNqj_ks5tYu2vE-5xYyTzBAi_OCDDQE2FY-jHII3JMKS_ZMyNcO3PJ-jRPSWThUp_cW3XRYvZc-nblcidYeW_NgrhJinjN-JlZmDn0o0_MqjrcswtM-TvUw2xJyn_pAvBbCmDV-JFZGDH0I0_MKjLcMwNM-TPUQ2R,1,0,link
263,32389,1/9/2022,22:40:24,Redirecting...,https://fofyphugi.com/bh3wV.0vPZ3LpovBb/mYV_J/ZmDk0U0zMsj/cAweMhThUc2aL/TTQ/y/N/zjA/xKN/Tacj,1,0,link
264,32388,1/9/2022,22:40:18,,https://superfastcdn.com/prod/redirect.html?lu=https%3A%2F%2Fwww.vshortly.com%2Fadv%2F%3Fbtag%3D551087_l141819_nId1066%26cid%3D16417482160736451170197586685715969,1,0,link
265,32386,1/9/2022,22:39:47,"Nottingham Forest vs Arsenal - WeakStreams.com - NBA, MMA, UFC, Boxing, NFL Sports HD Streams - Weakstreams - Tinyurl.is",https://tinyurl.is/JLr4?sport=soccer,1,0,link
266,32385,1/9/2022,22:39:23,Nottingham Forest vs Arsenal Live Streams - Totalsportek,https://totalsportek.to/soccer/nottingham-forest-arsenal/761904,1,0,link
267,31824,1/9/2022,22:38:32,TOTALSPORTEK - Upcoming Matches Sports News,https://totalsportek.to/twenty,3,0,typed
268,32384,1/9/2022,20:10:31,divisibility by 8 - Google Search,https://www.google.com/search?q=divisibility+by+8&rlz=1C1CHWA_enIN911IN911&oq=divisibility+by+8&aqs=chrome..69i57j0i512l9.6232j0j7&sourceid=chrome&ie=UTF-8,2,0,link
269,32384,1/9/2022,20:10:30,divisibility by 8 - Google Search,https://www.google.com/search?q=divisibility+by+8&rlz=1C1CHWA_enIN911IN911&oq=divisibility+by+8&aqs=chrome..69i57j0i512l9.6232j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
270,32383,1/9/2022,20:07:47,(4) The sum of two numbers is 216 and their HCF is 27. What are the numbers? - Quora,https://www.quora.com/The-sum-of-two-numbers-is-216-and-their-HCF-is-27-What-are-the-numbers,1,0,link
271,32382,1/9/2022,20:07:46,sum of two numbers and hcf given - Google Search,https://www.google.com/search?q=sum+of+two+numbers+and+hcf+given&rlz=1C1CHWA_enIN911IN911&oq=sum+of+numbers+and+hcf&aqs=chrome.1.69i57j0i22i30l7.7509j0j7&sourceid=chrome&ie=UTF-8,2,0,link
272,32382,1/9/2022,20:07:45,sum of two numbers and hcf given - Google Search,https://www.google.com/search?q=sum+of+two+numbers+and+hcf+given&rlz=1C1CHWA_enIN911IN911&oq=sum+of+numbers+and+hcf&aqs=chrome.1.69i57j0i22i30l7.7509j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
273,32381,1/9/2022,20:04:29,Manifold Online Exam App,http://gatetutor.com/auth/profile/exam?exam_id=61d9d70af9f63e3505721ab0,1,0,link
274,32380,1/9/2022,20:03:17,Manifold Online Exam App,http://gatetutor.com/auth/profile/loginuserpage,1,0,form_submit
275,32379,1/9/2022,20:03:05,Login Page | Manifold - Exam Login Page,http://gatetutor.com/Api/register,1,0,form_submit
276,32378,1/9/2022,20:02:06,Register Page | Manifold - Exam Register Page,http://gatetutor.com/register,1,0,link
277,4026,1/9/2022,20:01:20,WhatsApp,https://web.whatsapp.com/,69,30,link
278,4026,1/9/2022,20:01:11,WhatsApp,https://web.whatsapp.com/,69,30,typed
279,32197,1/9/2022,20:00:41,Algorithms - GeeksforGeeks,https://www.geeksforgeeks.org/fundamentals-of-algorithms/?ref=shm#GreedyAlgorithms,7,1,reload
280,32233,1/9/2022,20:00:40,Huffman Coding | Greedy Algo-3 - GeeksforGeeks,https://www.geeksforgeeks.org/huffman-coding-greedy-algo-3/,3,0,reload
281,32377,1/9/2022,19:25:15,3.4 Huffman Coding - Greedy Method - YouTube,https://www.youtube.com/watch?v=co4_ahEDCho,1,0,link
282,32376,1/9/2022,18:15:53,814- Marvel’s Avengers – Deluxe Edition (v1.3.3 build 13.38 + DLCs + Ultra Texture Pack + MULTi15) (From 60 GB) (Fast Install) – [DODI Repack] – DODI Repacks,https://dodi-repacks.site/index.php/2020/10/19/814-marvels-avengers-deluxe-edition-v1-3-3-build-13-38-dlcs-ultra-texture-pack-multi15-from-60-gb-fast-install-dodi-repack/,1,0,link
283,29631,1/9/2022,18:15:30,"ALL MY REPACKS, A-Z – DODI Repacks",https://dodi-repacks.site/index.php/all-my-repacks-a-z/,5,0,link
284,22692,1/9/2022,18:15:24,660- Football Manager 2020 (v20.4.1.0 + DLCs + MULTi17) – [DODI Repack] – DODI Repacks,https://dodi-repacks.site/index.php/2020/06/19/660-football-manager-2020-v20-4-1-0-dlcs-multi17-dodi-repack/,11,5,form_submit
285,32375,1/9/2022,18:15:23,Just a moment...,https://dodi-repacks.site/index.php/2020/06/19/660-football-manager-2020-v20-4-1-0-dlcs-multi17-dodi-repack/?__cf_chl_tk=JWsF9QzVCszlP4R2UFo8SaqcV9wqW7Igvif0IJKCFfk-1641732320-0-gaNycGzNCOU,1,0,link
286,22692,1/9/2022,18:15:20,660- Football Manager 2020 (v20.4.1.0 + DLCs + MULTi17) – [DODI Repack] – DODI Repacks,https://dodi-repacks.site/index.php/2020/06/19/660-football-manager-2020-v20-4-1-0-dlcs-multi17-dodi-repack/,11,5,link
287,32374,1/9/2022,18:15:20,Just a moment...,https://dodi-repacks.site/index.php/2020/06/19/660-football-manager-2020-v20-4-1-0-dlcs-multi17-dodi-repack/?__cf_chl_rt_tk=JWsF9QzVCszlP4R2UFo8SaqcV9wqW7Igvif0IJKCFfk-1641732320-0-gaNycGzNCOU,1,0,link
288,22692,1/9/2022,18:15:20,660- Football Manager 2020 (v20.4.1.0 + DLCs + MULTi17) – [DODI Repack] – DODI Repacks,https://dodi-repacks.site/index.php/2020/06/19/660-football-manager-2020-v20-4-1-0-dlcs-multi17-dodi-repack/,11,5,typed
289,32373,1/9/2022,18:15:08,young justice legacy - Google Search,https://www.google.com/search?gs_ssp=eJzj4tLP1TfIriwoKTcwYPQSqcwvzUtXyCotLslMTlXISU1PTK4EAMa_C-w&q=young+justice+legacy&rlz=1C1CHWA_enIN911IN911&oq=young+justicelega&aqs=chrome.1.69i57j46i13j0i13l7.10049j0j7&sourceid=chrome&ie=UTF-8,2,0,link
290,32373,1/9/2022,18:15:07,young justice legacy - Google Search,https://www.google.com/search?gs_ssp=eJzj4tLP1TfIriwoKTcwYPQSqcwvzUtXyCotLslMTlXISU1PTK4EAMa_C-w&q=young+justice+legacy&rlz=1C1CHWA_enIN911IN911&oq=young+justicelega&aqs=chrome.1.69i57j46i13j0i13l7.10049j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
291,32372,1/9/2022,18:09:36,huffman coding greedy algorithm - YouTube,https://www.youtube.com/results?search_query=huffman+coding+greedy+algorithm,2,0,link
292,3437,1/9/2022,18:09:36,YouTube,https://www.youtube.com/,419,139,link
293,3437,1/9/2022,18:09:36,YouTube,https://www.youtube.com/,419,139,link
294,32371,1/9/2022,18:09:05,Action role-playing game - Wikipedia,https://en.wikipedia.org/wiki/Action_role-playing_game,1,0,link
295,32368,1/9/2022,18:09:00,X-Men Legends II: Rise of Apocalypse - Wikipedia,https://en.wikipedia.org/wiki/X-Men_Legends_II:_Rise_of_Apocalypse,2,0,link
296,32369,1/9/2022,18:08:46,Marvel: Ultimate Alliance - Wikipedia,https://en.wikipedia.org/wiki/Marvel:_Ultimate_Alliance,2,0,link
297,32370,1/9/2022,18:08:10,X-Men Origins: Wolverine (video game) - Wikipedia,https://en.wikipedia.org/wiki/X-Men_Origins:_Wolverine_(video_game),1,0,link
298,32369,1/9/2022,18:08:07,Marvel: Ultimate Alliance - Wikipedia,https://en.wikipedia.org/wiki/Marvel:_Ultimate_Alliance,2,0,link
299,32368,1/9/2022,18:07:13,X-Men Legends II: Rise of Apocalypse - Wikipedia,https://en.wikipedia.org/wiki/X-Men_Legends_II:_Rise_of_Apocalypse,2,0,link
300,32367,1/9/2022,18:06:50,X-Men Legends II: Rise of Apocalypse - Google Search,https://www.google.com/search?rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvL5HBU8QpeQdLE3YzXRIh1ZFrz44Q:1641731781450&q=X-Men+Legends+II:+Rise+of+Apocalypse&stick=H4sIAAAAAAAAAONgFuLUz9U3MCm3TC5XAjPNskoMi7UEgzNTUssTK4v9UitKgktSC4oXsapE6Pqm5in4pKan5qUUK3h6WikEZRanKuSnKTgW5Ccn5lQWFKfuYGUEAE6bwnRVAAAA&sa=X&ved=2ahUKEwj12Zi916T1AhWz4zgGHS29As0QxA16BAgoEAU&biw=1366&bih=625&dpr=1,2,0,link
301,32367,1/9/2022,18:06:49,X-Men Legends II: Rise of Apocalypse - Google Search,https://www.google.com/search?rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvL5HBU8QpeQdLE3YzXRIh1ZFrz44Q:1641731781450&q=X-Men+Legends+II:+Rise+of+Apocalypse&stick=H4sIAAAAAAAAAONgFuLUz9U3MCm3TC5XAjPNskoMi7UEgzNTUssTK4v9UitKgktSC4oXsapE6Pqm5in4pKan5qUUK3h6WikEZRanKuSnKTgW5Ccn5lQWFKfuYGUEAE6bwnRVAAAA&sa=X&ved=2ahUKEwj12Zi916T1AhWz4zgGHS29As0QxA16BAgoEAU&biw=1366&bih=625&dpr=1,2,0,link
302,32366,1/9/2022,18:06:22,x men legends - Google Search,https://www.google.com/search?q=x+men+legends&rlz=1C1CHWA_enIN911IN911&oq=xmen+lege&aqs=chrome.1.69i57j0i10i512j46i10i512l2j0i10i512l2.3090j0j9&sourceid=chrome&ie=UTF-8,2,0,link
303,32366,1/9/2022,18:06:21,x men legends - Google Search,https://www.google.com/search?q=x+men+legends&rlz=1C1CHWA_enIN911IN911&oq=xmen+lege&aqs=chrome.1.69i57j0i10i512j46i10i512l2j0i10i512l2.3090j0j9&sourceid=chrome&ie=UTF-8,2,0,generated
304,32365,1/9/2022,18:06:02,Marvel Ultimate Alliance 3: The Black Order - Google Search,https://www.google.com/search?q=Marvel+Ultimate+Alliance+3:+The+Black+Order&rlz=1C1CHWA_enIN911IN911&stick=H4sIAAAAAAAAAONgFuLVT9c3NMyoiq_IMjQuV4Jw0ytKMpIssnK1JLOTrfSTy9L10xNzU-OLU4syU4utQOziRazavolFZak5CqE5JZm5iSWpCo45OZmJecmpCsZWCiEZqQpOOYnJ2Qr-RSmpRTtYGQF8RA2vbAAAAA&sxsrf=AOaemvIWy9Ss8hzsojJ1ZVp_Eg3HtMX0wQ:1641731757458&source=lnms&tbm=isch&sa=X&ved=2ahUKEwiTpuCx16T1AhUZyjgGHWJdAzMQ_AUoA3oECAIQBQ&biw=1366&bih=625&dpr=1,2,0,link
305,32365,1/9/2022,18:06:00,Marvel Ultimate Alliance 3: The Black Order - Google Search,https://www.google.com/search?q=Marvel+Ultimate+Alliance+3:+The+Black+Order&rlz=1C1CHWA_enIN911IN911&stick=H4sIAAAAAAAAAONgFuLVT9c3NMyoiq_IMjQuV4Jw0ytKMpIssnK1JLOTrfSTy9L10xNzU-OLU4syU4utQOziRazavolFZak5CqE5JZm5iSWpCo45OZmJecmpCsZWCiEZqQpOOYnJ2Qr-RSmpRTtYGQF8RA2vbAAAAA&sxsrf=AOaemvIWy9Ss8hzsojJ1ZVp_Eg3HtMX0wQ:1641731757458&source=lnms&tbm=isch&sa=X&ved=2ahUKEwiTpuCx16T1AhUZyjgGHWJdAzMQ_AUoA3oECAIQBQ&biw=1366&bih=625&dpr=1,2,0,link
306,32364,1/9/2022,18:05:58,Marvel Ultimate Alliance 3: The Black Order - Google Search,https://www.google.com/search?rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvLiOPgBXvJtT9Qb1Q4RDqaK6P148Q:1641731745676&q=Marvel+Ultimate+Alliance+3:+The+Black+Order&stick=H4sIAAAAAAAAAONgFuLVT9c3NMyoiq_IMjQuV4Jw0ytKMpIssnK1JLOTrfSTy9L10xNzU-OLU4syU4utQOziRazavolFZak5CqE5JZm5iSWpCo45OZmJecmpCsZWCiEZqQpOOYnJ2Qr-RSmpRTtYGQF8RA2vbAAAAA&sa=X&ved=2ahUKEwjxh5Gs16T1AhWlwzgGHahwDX4QxA16BAgzEAY&biw=1366&bih=625&dpr=1,2,0,link
307,32364,1/9/2022,18:05:57,Marvel Ultimate Alliance 3: The Black Order - Google Search,https://www.google.com/search?rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvLiOPgBXvJtT9Qb1Q4RDqaK6P148Q:1641731745676&q=Marvel+Ultimate+Alliance+3:+The+Black+Order&stick=H4sIAAAAAAAAAONgFuLVT9c3NMyoiq_IMjQuV4Jw0ytKMpIssnK1JLOTrfSTy9L10xNzU-OLU4syU4utQOziRazavolFZak5CqE5JZm5iSWpCo45OZmJecmpCsZWCiEZqQpOOYnJ2Qr-RSmpRTtYGQF8RA2vbAAAAA&sa=X&ved=2ahUKEwjxh5Gs16T1AhWlwzgGHahwDX4QxA16BAgzEAY&biw=1366&bih=625&dpr=1,2,0,link
308,32363,1/9/2022,18:05:57,Marvel: Ultimate Alliance 2 - Google Search,https://www.google.com/search?rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvLiOPgBXvJtT9Qb1Q4RDqaK6P148Q:1641731745676&q=Marvel:+Ultimate+Alliance+2&stick=H4sIAAAAAAAAAONgFuLVT9c3NMyoiq_IMjQuV-LSz9U3MDE0riou0JLMTrbSTy5L109PzE2NL04tykwttgKxixexSvsmFpWl5lgphOaUZOYmlqQqOObkZCbmJacqGO1gZQQAloPAD1kAAAA&sa=X&ved=2ahUKEwjxh5Gs16T1AhWlwzgGHahwDX4QxA16BAgzEAg,2,0,link
309,32363,1/9/2022,18:05:56,Marvel: Ultimate Alliance 2 - Google Search,https://www.google.com/search?rlz=1C1CHWA_enIN911IN911&sxsrf=AOaemvLiOPgBXvJtT9Qb1Q4RDqaK6P148Q:1641731745676&q=Marvel:+Ultimate+Alliance+2&stick=H4sIAAAAAAAAAONgFuLVT9c3NMyoiq_IMjQuV-LSz9U3MDE0riou0JLMTrbSTy5L109PzE2NL04tykwttgKxixexSvsmFpWl5lgphOaUZOYmlqQqOObkZCbmJacqGO1gZQQAloPAD1kAAAA&sa=X&ved=2ahUKEwjxh5Gs16T1AhWlwzgGHahwDX4QxA16BAgzEAg,2,0,link
310,32362,1/9/2022,18:05:46,marvel ultimate alliance - Google Search,https://www.google.com/search?gs_ssp=eJzj4tVP1zc0zKiKr8gyNC43YPSSyE0sKkvNUSjNKcnMTSxJVUjMyclMzEtOBQAYuQ41&q=marvel+ultimate+alliance&rlz=1C1CHWA_enIN911IN911&oq=marvel+ultimate+&aqs=chrome.1.0i131i355i433i512j46i131i433i512j69i57j46i512l3j0i512l3j46i512.4678j0j7&sourceid=chrome&ie=UTF-8,2,0,link
311,32362,1/9/2022,18:05:45,marvel ultimate alliance - Google Search,https://www.google.com/search?gs_ssp=eJzj4tVP1zc0zKiKr8gyNC43YPSSyE0sKkvNUSjNKcnMTSxJVUjMyclMzEtOBQAYuQ41&q=marvel+ultimate+alliance&rlz=1C1CHWA_enIN911IN911&oq=marvel+ultimate+&aqs=chrome.1.0i131i355i433i512j46i131i433i512j69i57j46i512l3j0i512l3j46i512.4678j0j7&sourceid=chrome&ie=UTF-8,2,0,generated
312,3437,1/9/2022,18:05:23,YouTube,https://www.youtube.com/,419,139,typed
313,32233,1/9/2022,18:03:18,Huffman Coding | Greedy Algo-3 - GeeksforGeeks,https://www.geeksforgeeks.org/huffman-coding-greedy-algo-3/,3,0,link
314,32197,1/9/2022,17:54:19,Algorithms - GeeksforGeeks,https://www.geeksforgeeks.org/fundamentals-of-algorithms/?ref=shm#GreedyAlgorithms,7,1,auto_bookmark
315,26245,1/9/2022,17:53:58,"GDB online Debugger | Compiler - Code, Compile, Run, Debug online C, C++",https://www.onlinegdb.com/,27,26,typed
316,30212,1/9/2022,17:19:28,GameGAN - Google Slides,https://docs.google.com/presentation/d/1Qv6DbsT2EW_-C7_lyscX8aGNGzSbKHH6iNhqXVUnHso/edit#slide=id.g106139ca44e_0_0,130,0,link
317,29967,1/9/2022,17:07:13,Can AI Replace An Entire Game Engine? (Nvidia GameGAN) | by Chintan Trivedi | deepgamingai | Medium,https://medium.com/deepgamingai/can-ai-replace-an-entire-game-engine-game-futurology-5-797f44e432c6,13,0,link
318,29962,1/9/2022,17:06:55,NVIDIA’s GameGAN Uses AI to Recreate Pac-Man and Other Game Environments | by Synced | SyncedReview | Medium,https://medium.com/syncedreview/nvidias-gamegan-uses-ai-to-recreate-pac-man-and-other-game-environments-798f833dac64,10,0,link
